palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
materially;metirially;4;9;38;6;5;aerially;mitraille;diametrically;aerially;aerially
materially;metirly;99499;61;27319;100684;98906;tirl;milter;tirl;tirl;tirl
materially;metrealy;99459;295;7081;102185;99362;montreal;lameter;mealy;metre;metre
materially;metrially;5;1;58;24;14;metrically;materially;metrically;metrically;retrial
materially;metrilery;99492;467;12694;103426;99328;laetrile;lysimeter;perimetry;laetrile;laetrile
materially;mettreay;99403;2408;126009;101897;99017;entreaty;mattery;metre;lettre;lettre
materially;meurtially;17;3;194;90;87;martially;molecularity;martially;martially;martially
materially;miteraly;308;11;263;6387;99247;literals;altimetry;literally;literal;literal
materially;miterialy;8;62;1;17;11;material;limitary;materially;arterial;arterial
materially;montaley;99367;3947;45847;102069;99226;montages;lomenta;fontal;fontal;fontal
materially;motuarley;98990;926;122440;99851;98933;barleymow;emulator;barleymow;barley;barley
materially;mterially;1;1;1;1;1;materially;materially;materially;materially;materially
materially;mterley;99568;870;6830;3911;98959;berley;remotely;berley;berley;berley
materially;muiterily;65;445;190;646;586;literarily;muliebrity;literarily;eerily;fruiteries
materially;mutiriaty;224;2853;790;2101;98989;muriatic;immaturity;muriatic;muti;muti
mates;mattes;2;8;2;22;99137;mattes;mattes;mattes;mattes;mattes
mathematically;mathematicaly;99541;1;1;3;3;mathematical;mathematically;mathematically;mathematical;mathematical
mathematics;mathematics;1;1;1;1;1;mathematics;mathematics;mathematics;mathematics;mathematics
mathematics;mancilous;99646;58906;46160;102754;99176;manciples;calumnious;councilman;ancile;ancile
mathematics;manticies;2860;7082;4060;11344;99543;semantic;criminates;mantic;mantic;mantic
mathematics;matamatics;10;4;3;6;30;dramatics;miasmata;metamathematics;matamata;matamata
mathematics;matametes;441;48;18339;5851;99332;octameters;teammates;metates;gametes;gametes
mathematics;matathmatics;4;6;1;2;24;asthmatics;antasthmatic;mathematics;asthmatics;asthmatics
mathematics;matematics;2;1;1;1;8;systematics;mathematics;mathematics;mathematics;systematics
mathematics;math-matics;3;1;1;1;1;asthmatics;mathematics;mathematics;mathematics;mathematics
mathematics;mathamactics;2;3;1;13;65;cathartics;asthmatical;mathematics;tactics;tactics
mathematics;mathamates;62;5;52;114;1354;imamates;haematomas;imamates;amates;amates
mathematics;mathamatic;5;6;3;3;13;athematic;mathematica;mathematic;mathematic;dramatic
mathematics;mathamatices;4;2;5;4;13;athematic;mathematica;mathematic;mathematic;latices
mathematics;mathamatick;5;7;3;3;11;athematic;mathematica;mathematic;mathematic;dramatic
mathematics;mathamatics;1;3;1;1;2;mathematics;asthmatical;mathematics;mathematics;dramatics
mathematics;mathametics;1;1;11;15;71;mathematics;mathematics;metamathematics;metics;metics
mathematics;mathatich;4;29;6;10;15;athematic;asthmatic;athematic;hatha;phatic
mathematics;mathemathics;1;1;1;1;3;mathematics;mathematics;mathematics;mathematics;mathematic
mathematics;mathematic;3;3;3;3;3;mathematic;mathematic;mathematic;mathematic;mathematic
mathematics;mathematicts;2;1;3;3;3;mathematic;mathematics;mathematic;mathematic;mathematic
mathematics;mathemectics;1;5;2;1;1;mathematics;catechumenism;thematic;mathematics;mathematics
mathematics;mathemtics;1;1;2;1;1;mathematics;mathematics;thematic;mathematics;mathematics
mathematics;mathenmatics;1;1;1;1;1;mathematics;mathematics;mathematics;mathematics;mathematics
mathematics;mathermatics;1;1;1;1;2;mathematics;mathematics;mathematics;mathematics;spermatics
mathematics;mathicatic;14;118;10;32;115;mathematica;titicaca;mathematica;mathematica;philomathical
mathematics;mathimatic;7;7;3;3;9;athematic;mathematic;mathematic;mathematic;climatic
mathematics;mathimatics;1;3;1;1;1;mathematics;mathematicise;mathematics;mathematics;mathematics
mathematics;mathlematics;1;1;1;1;1;mathematics;mathematics;mathematics;mathematics;mathematics
mathematics;mathmantics;9;1;4;35;120;asthmatics;mathematics;antasthmatic;romantics;romantics
mathematics;mathmatecs;12;1;2;18;288;bathmats;mathematics;bathmat;bathmat;bathmat
mathematics;mathmathy;9;35;5;17;97;bathmats;bathmat;bathmat;bathmat;bathmat
mathematics;mathmatic;9;3;3;7;12;asthmatic;mathematic;mathematic;asthmatic;asthmatic
mathematics;mathmatics;3;1;1;2;5;asthmatics;mathematics;mathematics;asthmatics;asthmatics
mathematics;mathmetatic;10;3;16;21;55;metastatic;mathematic;metamathematics;metastatic;metastatic
mathematics;mathmetic;20;4;59;61;352;arithmetic;mathematic;asthmatic;arithmetic;arithmetic
mathematics;mathmetics;3;1;10;16;69;arithmetic;mathematics;asthmatics;metics;metics
mathematics;mathymatices;3;1;5;4;7;athematic;mathematics;mathematic;mathematic;latices
mathematics;matimatics;11;14;1;2;30;climatic;miasmatic;mathematics;matima;matima
mathematics;matmatic;41;8;4;9;112;magmatic;mathematic;mathematic;matico;matico
mathematics;maxanlatic;99302;9390;438;721;658;laticlave;anatomical;malaxating;latices;latices
mathematics;maythmatic;18;3;7;120;116;asthmatic;mathematic;asthmatic;asthmatic;asthmatic
mathematics;methematic;7;12;13;8;7;thematic;empathetic;thematic;thematic;thematic
maths;math;2;3;2;2;2;math;math;math;math;math
maths;mathe's;9;19;12;7;12;bathes;smeath;math;math;mathews
maths;mather;39;822;69;52;102;bather;hamster;atheroma;bather;bather
maths;mathes;9;19;30;22;37;bathes;smeath;mathesis;mathesis;mathesis
matrix;matriiix;99103;1;1;2;2;matrixes;matrix;matrix;matric;matric
mats;mates;75;44;284;528;99647;mates;mates;mates;mates;mates
matter;mater;3;19;3;53;99299;mater;armet;mater;mater;mater
matter;mather;53;100;159;1443;99634;bather;hamster;atheroma;bather;bather
mattress;matress;100673;9;1;2;40;tress;masters;mattress;tress;oratress
mattress;mattres;100521;5;1;1;1;mattes;matters;mattress;mattress;mattress
maudlin;mauldin;4;1;46;428;99149;mauling;maudlin;auld;auld;moulding
may;many;99;21;935;99982;99205;many;many;many;many;many
may;nay;27;297;29;99212;99200;nay;any;nay;nay;nay
maybe;mabe;14;17;31;99341;99206;mabel;beam;mabel;mabel;mabel
maybe;may_be;1;3;1;8;99206;maybe;beamy;maybe;may;a
mayor;mayer;63;111;110;123;99279;mayer;mayer;mayer;mayer;mayer
maypole;may_pole;99381;1;1;1;11;maypoles;maypole;maypole;maypole;pole
me;mae;99406;56;102876;99359;99346;mae;mae;mae;mae;mae
me;may;99387;8990;102830;99348;99346;may;amy;may;may;may
me;mer;11;31;22;100042;99347;mer;mer;mer;mer;mer
me;met;7;30;11;100264;99347;met;met;met;met;met
me;mey;1;12;5;99348;99346;me;cyme;gamey;gamey;a
me;my;99355;457;99865;99347;99347;my;my;my;my;my
meadow;medow;4;2;11;126;99357;domed;mowed;domed;comedown;comedown
meal;mel;125;17;434;99690;99364;mel;elm;mel;mel;mel
meal;mell;161;62;1896;100654;99419;mell;mell;mell;mell;mell
mean;meen;248;117;2125;99677;99377;een;mene;een;een;a
means;maenas;100244;17;116594;100071;99428;maenad;seaman;maecenas;maenad;maenad
means;meens;116;116;192;100313;99457;mens;menes;mens;beens;beens
means;mens;60;5;98;101299;99466;mens;mens;mens;mens;mens
meant;ment;90;4;225;102267;100105;ment;ment;ment;ment;ment
meantime;mentime;99915;1;3;56;43;centime;meantime;centime;sentiment;sentiment
meanwhile;meanwile;1;1;1;1;1;meanwhile;meanwhile;meanwhile;meanwhile;meanwhile
measure;mesure;4;6;11;36;36;resume;emures;sures;cesure;cesure
measured;mesured;100827;3;3;11;10;resumed;resumed;resumed;cesure;cesure
meat;meet;147;111;1056;99635;99447;meet;meet;meet;meet;meet
mechanic;macanic;99641;72;518;98;91;manic;caiman;manic;canicula;canicula
mechanical;machanical;1;2;1;1;1;mechanical;anarchical;mechanical;mechanical;mechanical
medal;medel;88;91;185;77;99526;melded;lemed;melded;mede;mede
medal;medle;70;91;196;69;99549;medle;lemed;medle;medle;medle
medical;medical;1;6;1;1;1;medical;camelid;medical;medical;medical
medicine;medecine;1;11;2;3;91;medicine;endemic;declined;cine;telecine
medicine;medicen;100245;5;39;20;19;medic;endemic;diced;medic;medic
medicine;medicene;3;11;7;26;23;medicean;endemic;diced;medic;medicean
medicine;medicin;100113;1;1;1;1;medici;medicine;medicine;medicine;medicine
medium;mediam;29;51;77;52;80;media;maimed;media;media;media
medium;medmen;129;732;380;242;99663;mened;emden;freedmen;freedmen;freedmen
meet;meat;141;222;1294;100232;99706;meat;mate;meat;meat;meat
meet;met;2;8;2;100607;99690;met;met;met;met;met
meet;mete;6;1;24;100992;99995;mete;meet;mete;mete;mete
meeting;meating;23;139;75;1016;1318;eating;mintage;eating;eating;eating
meeting;meetin;1;7;1;1;1;meeting;emetin;meeting;meeting;meeting
meeting;meetting;100782;2;1;5;96;meetings;magnetite;meeting;betting;betting
megabytes;egabytes;1;1;1;1;1;megabytes;megabytes;megabytes;megabytes;megabytes
melancholy;belloncoly;180;179;298;3718;100045;violoncello;collembolan;bellona;bellona;bellona
melancholy;malaclony;99906;24;42163;101034;99861;malacology;nomadically;clonal;malacca;malacca
melancholy;malencholy;1;1;19;5;1;melancholy;melancholy;cholent;blench;melancholy
melancholy;malencolly;100170;1;2503;103259;100027;collenchyma;melancholy;collenchyma;alencon;alencon
melancholy;malloncolly;99998;27;2758;102982;100100;colloquially;colonially;colonially;colloquially;colly
melancholy;maloncolly;100040;26;2742;102230;99957;colonially;colonially;colonially;colly;colly
melancholy;melanchaly;1;3;1;1;1;melancholy;mechanically;melancholy;melancholy;melancholy
melancholy;melanchohy;1;1;1;1;1;melancholy;melancholy;melancholy;melancholy;melancholy
melancholy;melanchole;1;6;1;1;1;melancholy;chameleon;melancholy;melancholy;melancholy
melancholy;melancholly;1;1;1;1;1;melancholy;melancholy;melancholy;melancholy;melancholy
melancholy;melancohly;1;1;1;3;1;melancholy;melancholy;melancholy;blanco;melancholy
melancholy;melancoley;1;2;1;5;2;melancholy;ceremonially;melancholy;coley;coley
melancholy;melancolly;1;1;1;4;2;melancholy;melancholy;melancholy;colly;colly
melancholy;melancoly;1;1;1;1;1;melancholy;melancholy;melancholy;melancholy;melancholy
melancholy;melchomly;3;2;7;56;99891;melchior;yelloch;homely;melchior;melchior
melancholy;melchonly;2;1;2;89;99891;melchior;melancholy;homely;melchior;melchior
melancholy;melchonoly;1;1;1;6;99983;melancholy;melancholy;melancholy;honolulu;honolulu
melancholy;melchonony;5;24;27;168;99978;monophony;somnolency;monophony;phonon;phonon
melancholy;melconally;523;1;1813;5915;100864;clonally;melancholy;tonally;tonally;tonally
melancholy;melecholy;1;4;1;1;6;melancholy;yelloched;melancholy;melancholy;catechol
melancholy;melecohly;48;4;488;2008;99957;telecoms;yelloched;comely;telecom;telecom
melancholy;melecolly;125;60;212;3477;100043;recollect;columellae;collectively;colly;colly
melancholy;meleconize;100430;5860;10738;6109;100501;preconize;meningocele;preconize;preconize;preconize
melancholy;meleconly;98;9;897;3398;100173;telecoms;unwelcomely;contumely;telecom;telecom
melancholy;melenacella;507;780;2235;4904;100217;nacelles;lemnaceae;nacelle;nacelle;nacelle
melancholy;melencally;451;18;541;6105;100691;elegiacally;elementally;elementally;elench;elench
melancholy;melencholly;1;1;1;5;27;melancholy;melancholy;melancholy;elench;elench
melancholy;melencholy;1;1;1;2;4;melancholy;melancholy;melancholy;elench;elench
melancholy;melencloe;154;176;845;2794;100016;enclosed;malevolence;clemency;elench;elench
melancholy;melencole;189;176;94;3669;100010;redolence;malevolence;elench;elench;elench
melancholy;melencolhy;76;1;92;3078;99998;collenchyma;melancholy;collenchyma;elench;elench
melancholy;melencollege;210;462;359;5012;100131;colleger;emollescence;college;college;college
melancholy;melencolly;138;12;34;4194;100049;collenchyma;unwelcomely;colleen;colly;colly
melancholy;melencolnez;191;415;150;3145;99998;telencephalon;malevolence;colne;colne;colne
melancholy;melencololy;13;36;9;376;100137;selenology;lonesomely;colormen;elench;elench
melancholy;melencoloy;167;22;126;3832;100134;selenology;lonesomely;colormen;elench;elench
melancholy;melencoly;8;9;7;181;100003;collenchyma;unwelcomely;uncomely;elench;elench
melancholy;melincoly;18;14;13;378;100047;zincolysis;demonically;lincoln;lincoln;lincoln
melancholy;melioncolly;282;90;66;5507;100106;collying;economically;collision;colly;colly
melancholy;mellancholy;1;1;1;1;1;melancholy;melancholy;melancholy;melancholy;melancholy
melancholy;mellancolly;10;1;1;106;675;llanelly;melancholy;melancholy;gollancz;colly
melancholy;mellancoly;2;1;1;6;496;columella;melancholy;melancholy;columella;repellance
melancholy;mellencholly;2;1;1;7;73;collenchyma;melancholy;melancholy;collenchyma;excellence
melancholy;mellencholy;1;1;1;1;4;melancholy;melancholy;melancholy;melancholy;ellen
melancholy;mellencollie;457;918;486;6395;100451;collenchyma;mellifluence;collie;collie;collie
melancholy;melliancoly;22;13;4;73;100286;alliance;demonically;melancholia;alliance;alliance
melancholy;mellioncolly;270;96;62;6722;100340;collision;economically;collision;hellion;hellion
melancholy;melloncaly;126;1;472;3950;100005;mellowly;melancholy;melodically;mellow;mellow
melancholy;melloncholy;1;1;1;1;2;melancholy;melancholy;melancholy;melancholy;conchology
melancholy;melloncole;257;257;340;4136;100045;violoncello;collembolan;colonel;mellow;mellow
melancholy;melloncoley;125;36;361;4322;100048;violoncello;lonesomely;colonel;coley;coley
melancholy;melloncollie;429;1191;449;5505;100191;violoncello;lignocellulose;collie;collie;collie
melancholy;melloncolly;120;21;43;4525;100084;violoncello;collembolan;colonially;colly;colly
melancholy;melloncoly;22;21;42;326;100038;violoncello;collembolan;colonel;oncolysis;oncolysis
melancholy;mellonuse;575;4332;6943;3366;100005;clonuses;molecules;clonuses;clonuses;clonuses
melancholy;melocholly;1;6;1;9;248;melancholy;mollycoddle;melancholy;holly;holly
melancholy;melocholy;1;2;1;1;2;melancholy;yelloch;melancholy;melancholy;melocoton
melancholy;melonally;354;5;1952;5133;100919;clonally;allonym;clonally;clonally;clonally
melancholy;meloncally;537;1;472;5017;100615;melodically;melancholy;melodically;melodically;melon
melancholy;meloncholie;7;167;8;10;42;melancholia;michelangelo;melancholia;melancholia;choli
melancholy;meloncholly;1;1;1;4;26;melancholy;melancholy;melancholy;holly;conchology
melancholy;meloncholy;1;1;1;1;3;melancholy;melancholy;melancholy;melancholy;melon
melancholy;meloncial;150;78;820;2500;100107;semuncial;callistemon;melon;melon;melon
melancholy;melonclaly;37;1;10;1971;99930;conclave;melancholy;clonmel;melon;melon
melancholy;meloncly;33;2;45;1395;99909;mamelons;clonmel;clonmel;melon;melon
melancholy;meloncol;125;75;124;2022;99950;concolor;clonmel;colonel;melon;melon
melancholy;meloncolie;398;1038;203;3397;99992;oncolysis;teleonomic;colonel;melon;melon
melancholy;meloncollie;514;1199;452;4066;100111;colliers;teleonomic;collie;collie;collie
melancholy;meloncolly;134;21;42;3132;100001;colonially;collembolan;colonel;colly;colly
melancholy;meloncolone;229;498;189;3651;100141;colonels;monoclonal;colonel;colonel;colonel
melancholy;meloncoly;11;11;25;188;99955;oncolysis;colonelcy;colonel;melon;melon
melancholy;melongoly;37;188;103;237;99962;mongolise;menology;melon;melon;melon
melancholy;melowcoller;100026;3256;2608;4179;100165;colleger;cromwell;mellower;colle;colle
melancholy;menacollie;100424;193;10405;103378;100083;colliers;ceremonially;collie;collie;collie
melancholy;mencholy;1;2;1;1;1;melancholy;homelyn;melancholy;melancholy;melancholy
melancholy;mencolly;100062;2;80;103426;99917;collying;clonmel;colly;colly;colly
melancholy;menilcoty;100111;1055;36079;102035;99896;epicotyl;clinometry;amenity;wilco;wilco
melancholy;menloncholy;1;1;2;2;2;melancholy;melancholy;conchology;conchology;conchology
melancholy;milencoly;82;14;1003;3165;99980;collenchyma;demonically;condolence;alencon;alencon
melancholy;millencholy;1;2;33;6;5;melancholy;phonemically;cholent;millenia;millenia
melancholy;millincoley;100225;71;16496;104504;100450;milliner;minivolley;millimole;lincoln;lincoln
melancholy;milogoly;100182;4641;4396;1518;99861;semilogs;gloomily;semilog;semilog;semilog
melancholy;miloncohly;99932;28;6222;101253;99888;oncolysis;chylomicron;concolor;milo;milo
